gene	go_function	is_correct	hyper-geometric p_value	pattern id	recurrence	dataset id list	connectivity	cluster_size	unknown_ratio	avg_degree	network_topo_score	network neighbors	network topology (edge_set)
PYGL	immune response	0	0.0239951681465	133329	5.0	[13, 18, 20, 31, 50]	0.392857142857	8	0.25	2.75	0.302083333333	['CD14', 'CSPG2', 'CSTA', 'PYGL', 'S100A8', 'S100A9', 'CD163', 'STAB1']	[['CD14', 'CSPG2'], ['CD14', 'CSTA'], ['CD14', 'CD163'], ['CD14', 'STAB1'], ['CSPG2', 'CD163'], ['CSPG2', 'STAB1'], ['CSTA', 'PYGL'], ['CSTA', 'S100A9'], ['CSTA', 'STAB1'], ['S100A8', 'S100A9'], ['CD163', 'STAB1']]
QARS	protein biosynthesis	1	2.40695833658e-10	75098	6.0	[20, 21, 37, 53, 60, 64]	0.571428571429	8	0.0	4.0	1.58333333333	['QARS', 'RPL9', 'RPL29', 'RPL34', 'RPS20', 'RPS21', 'RPS24', 'RPS27']	[['QARS', 'RPL29'], ['RPL9', 'RPS20'], ['RPL29', 'RPL34'], ['RPL29', 'RPS20'], ['RPL29', 'RPS21'], ['RPL29', 'RPS24'], ['RPL29', 'RPS27'], ['RPL34', 'RPS20'], ['RPL34', 'RPS21'], ['RPL34', 'RPS24'], ['RPL34', 'RPS27'], ['RPS20', 'RPS21'], ['RPS20', 'RPS24'], ['RPS20', 'RPS27'], ['RPS21', 'RPS24'], ['RPS21', 'RPS27']]
RAB2	protein biosynthesis	0	0.046098187532	76578	5.0	[13, 15, 16, 56, 62]	0.4	6	0.333333333333	2.0	1.22685185185	['GALNT1', 'EIF3S6', 'RAB2', 'RCN2', 'WRB', 'C15orf15']	[['GALNT1', 'RAB2'], ['EIF3S6', 'RAB2'], ['EIF3S6', 'RCN2'], ['EIF3S6', 'C15orf15'], ['RCN2', 'WRB'], ['RCN2', 'C15orf15']]
RAB4A	intracellular protein transport	1	0.0139334426454	35468	5.0	[6, 18, 22, 39, 41]	0.533333333333	6	0.333333333333	2.66666666667	0.474537037037	['C1QBP', 'GBAS', 'RANBP5', 'RAB4A', 'TOMM20', 'DKFZP564B167']	[['C1QBP', 'RANBP5'], ['C1QBP', 'DKFZP564B167'], ['GBAS', 'RAB4A'], ['GBAS', 'TOMM20'], ['GBAS', 'DKFZP564B167'], ['RAB4A', 'TOMM20'], ['RAB4A', 'DKFZP564B167'], ['TOMM20', 'DKFZP564B167']]
RAB5A	vesicle-mediated transport	1	2.47309808538e-07	75435	6.0	[22, 25, 44, 50, 53, 60]	0.7	5	0.0	2.8	1.54166666667	['ARCN1', 'COPB', 'RAB5A', 'COPB2', 'ENTH']	[['ARCN1', 'COPB'], ['ARCN1', 'COPB2'], ['ARCN1', 'ENTH'], ['COPB', 'COPB2'], ['COPB', 'ENTH'], ['RAB5A', 'ENTH'], ['COPB2', 'ENTH']]
RAD21	mitotic cell cycle	1	6.16050680437e-08	115694	5.0	[3, 9, 13, 25, 43]	0.7	5	0.0	2.8	1.54166666667	['KPNA2', 'RAD21', 'STK6', 'TTK', 'CCNB2']	[['KPNA2', 'STK6'], ['KPNA2', 'TTK'], ['KPNA2', 'CCNB2'], ['RAD21', 'TTK'], ['STK6', 'TTK'], ['STK6', 'CCNB2'], ['TTK', 'CCNB2']]
RAD21	DNA metabolism	1	2.037880789e-07	78444	9.0	[3, 9, 11, 13, 18, 57, 62, 63, 64]	0.666666666667	6	0.0	3.33333333333	1.54166666667	['MCM3', 'MCM6', 'PCNA', 'RAD21', 'RFC4', 'CBX3']	[['MCM3', 'MCM6'], ['MCM3', 'PCNA'], ['MCM3', 'RFC4'], ['MCM6', 'PCNA'], ['MCM6', 'RFC4'], ['MCM6', 'CBX3'], ['PCNA', 'RFC4'], ['PCNA', 'CBX3'], ['RAD21', 'CBX3'], ['RFC4', 'CBX3']]
RAD21	mRNA processing	0	6.37443279548e-05	32397	5.0	[9, 13, 18, 45, 49]	0.4	6	0.0	2.0	1.29166666667	['ACADM', 'RAD21', 'HNRPR', 'SYNCRIP', 'FUSIP1', 'KIAA0052']	[['ACADM', 'SYNCRIP'], ['RAD21', 'SYNCRIP'], ['RAD21', 'KIAA0052'], ['HNRPR', 'SYNCRIP'], ['HNRPR', 'FUSIP1'], ['SYNCRIP', 'FUSIP1']]
RAD21	chromosome organization and biogenesis (sensu Eukaryota)	1	0.000238799734332	35504	5.0	[9, 18, 25, 34, 48]	0.392857142857	8	0.0	2.75	1.25740740741	['RANBP5', 'RAD21', 'CSPG6', 'HNRPR', 'TEBP', 'CBX1', 'MRPL3', 'AASDHPPT']	[['RANBP5', 'TEBP'], ['RAD21', 'CSPG6'], ['RAD21', 'TEBP'], ['CSPG6', 'HNRPR'], ['CSPG6', 'TEBP'], ['CSPG6', 'CBX1'], ['CSPG6', 'MRPL3'], ['CSPG6', 'AASDHPPT'], ['HNRPR', 'TEBP'], ['HNRPR', 'MRPL3'], ['TEBP', 'MRPL3']]
RAD23B	cellular carbohydrate metabolism	0	0.000105912958846	14970	5.0	[22, 34, 50, 52, 63]	0.4	6	0.166666666667	2.0	1.39583333333	['ACLY', 'DDX1', 'MDH1', 'PDHB', 'RAD23B', 'SMAP']	[['ACLY', 'DDX1'], ['ACLY', 'MDH1'], ['DDX1', 'PDHB'], ['DDX1', 'RAD23B'], ['DDX1', 'SMAP'], ['PDHB', 'SMAP']]
RAD51C	DNA metabolism	1	6.11366839473e-12	102598	6.0	[6, 11, 39, 57, 60, 64]	0.436363636364	11	0.0	4.36363636364	1.59412202381	['CDC6', 'CKS2', 'DNMT1', 'FEN1', 'MCM3', 'MCM6', 'MCM7', 'PCNA', 'RAD51C', 'RRM1', 'PTTG1']	[['CDC6', 'FEN1'], ['CDC6', 'MCM3'], ['CDC6', 'MCM6'], ['CDC6', 'MCM7'], ['CDC6', 'PCNA'], ['CDC6', 'RAD51C'], ['CDC6', 'RRM1'], ['CDC6', 'PTTG1'], ['CKS2', 'PTTG1'], ['DNMT1', 'MCM3'], ['FEN1', 'MCM3'], ['FEN1', 'MCM6'], ['FEN1', 'PCNA'], ['FEN1', 'RRM1'], ['MCM3', 'MCM6'], ['MCM3', 'MCM7'], ['MCM3', 'PCNA'], ['MCM3', 'RAD51C'], ['MCM6', 'MCM7'], ['MCM6', 'PCNA'], ['MCM6', 'RRM1'], ['MCM6', 'PTTG1'], ['PCNA', 'RRM1'], ['PCNA', 'PTTG1']]
RAN	mitotic cell cycle	1	3.64394683419e-07	127232	5.0	[14, 15, 31, 47, 50]	0.466666666667	6	0.166666666667	2.33333333333	1.42708333333	['CDKN1B', 'KPNA2', 'RAN', 'CUL4A', 'BUB3', 'KIAA0240']	[['CDKN1B', 'RAN'], ['CDKN1B', 'CUL4A'], ['CDKN1B', 'BUB3'], ['CDKN1B', 'KIAA0240'], ['KPNA2', 'BUB3'], ['RAN', 'BUB3'], ['CUL4A', 'KIAA0240']]
RAN	DNA metabolism	1	2.037880789e-07	91457	5.0	[3, 9, 11, 28, 50]	0.733333333333	6	0.0	3.66666666667	1.54583333333	['DNMT1', 'MCM3', 'MSH2', 'PCNA', 'RAN', 'RFC5']	[['DNMT1', 'MCM3'], ['DNMT1', 'MSH2'], ['DNMT1', 'RFC5'], ['MCM3', 'MSH2'], ['MCM3', 'PCNA'], ['MCM3', 'RFC5'], ['MSH2', 'PCNA'], ['MSH2', 'RAN'], ['MSH2', 'RFC5'], ['PCNA', 'RAN'], ['PCNA', 'RFC5']]
RAP1A	regulation of cell cycle	1	0.65483588946	129533	5.0	[13, 15, 45, 49, 50]	0.4	6	0.333333333333	2.0	1.10416666667	['RAP1A', 'ABCE1', 'BUB3', 'MATR3', 'SCC-112', 'NS3TP1']	[['RAP1A', 'BUB3'], ['ABCE1', 'MATR3'], ['BUB3', 'MATR3'], ['MATR3', 'SCC-112'], ['MATR3', 'NS3TP1'], ['SCC-112', 'NS3TP1']]
RAP1B	intracellular protein transport	1	5.14501680843e-07	139860	5.0	[1, 13, 15, 25, 32]	0.25641025641	13	0.230769230769	3.07692307692	1.27340277778	['ARCN1', 'COPB', 'RAB5A', 'RAP1B', 'SDCBP', 'XPO1', 'ENTH', 'BZW1', 'SCC-112', 'ZCWCC3', 'ZZZ3', 'ACBD3', 'TXNDC']	[['ARCN1', 'COPB'], ['ARCN1', 'RAP1B'], ['COPB', 'RAP1B'], ['COPB', 'SDCBP'], ['COPB', 'XPO1'], ['COPB', 'ENTH'], ['COPB', 'BZW1'], ['COPB', 'ACBD3'], ['COPB', 'TXNDC'], ['RAB5A', 'RAP1B'], ['RAB5A', 'ENTH'], ['RAP1B', 'XPO1'], ['RAP1B', 'ACBD3'], ['XPO1', 'SCC-112'], ['ENTH', 'ZCWCC3'], ['ENTH', 'ZZZ3'], ['ENTH', 'ACBD3'], ['BZW1', 'TXNDC'], ['SCC-112', 'ZZZ3'], ['ZCWCC3', 'ACBD3']]
RBBP4	negative regulation of cellular physiological process	1	0.0116965507831	24068	5.0	[18, 22, 37, 43, 49]	0.533333333333	6	0.333333333333	2.66666666667	0.715277777778	['PSEN1', 'RBBP4', 'YWHAZ', 'G3BP2', 'PGRMC1', 'MAPRE1']	[['PSEN1', 'RBBP4'], ['PSEN1', 'YWHAZ'], ['RBBP4', 'YWHAZ'], ['RBBP4', 'G3BP2'], ['RBBP4', 'MAPRE1'], ['YWHAZ', 'G3BP2'], ['G3BP2', 'PGRMC1'], ['G3BP2', 'MAPRE1']]
RBBP6	metal ion transport	0	0.462704072436	20442	5.0	[3, 4, 35, 39, 47]	0.23	25	0.36	5.52	0.00740740740741	['CPA2', 'CYLC2', 'CYP2C9', 'CYP3A4', 'FMO4', 'HFE', 'MSH4', 'POU4F2', 'RBBP6', 'SCN10A', 'HIST1H3E', 'HIST1H4D', 'CHST4', 'EDAR', 'SCRG1', 'KIAA0889', 'HAO2', 'FLJ10213', 'C15orf25', 'FLJ11029', 'G6PC2', 'TRPM3', 'FLJ12151', 'MGC32020', 'LOC152719']	[['CPA2', 'CYP2C9'], ['CPA2', 'HFE'], ['CPA2', 'MSH4'], ['CPA2', 'POU4F2'], ['CPA2', 'SCN10A'], ['CPA2', 'HIST1H3E'], ['CPA2', 'CHST4'], ['CPA2', 'EDAR'], ['CPA2', 'G6PC2'], ['CPA2', 'TRPM3'], ['CYLC2', 'CYP2C9'], ['CYLC2', 'CYP3A4'], ['CYLC2', 'FMO4'], ['CYLC2', 'HFE'], ['CYLC2', 'POU4F2'], ['CYLC2', 'HIST1H4D'], ['CYLC2', 'EDAR'], ['CYLC2', 'HAO2'], ['CYP2C9', 'FMO4'], ['CYP2C9', 'HFE'], ['CYP2C9', 'POU4F2'], ['CYP2C9', 'SCN10A'], ['CYP2C9', 'EDAR'], ['CYP2C9', 'G6PC2'], ['CYP3A4', 'EDAR'], ['FMO4', 'HFE'], ['FMO4', 'POU4F2'], ['FMO4', 'SCN10A'], ['FMO4', 'HIST1H3E'], ['FMO4', 'HIST1H4D'], ['FMO4', 'EDAR'], ['HFE', 'POU4F2'], ['HFE', 'SCN10A'], ['HFE', 'HIST1H3E'], ['HFE', 'HIST1H4D'], ['HFE', 'CHST4'], ['HFE', 'EDAR'], ['HFE', 'G6PC2'], ['HFE', 'TRPM3'], ['POU4F2', 'SCN10A'], ['POU4F2', 'HIST1H3E'], ['POU4F2', 'CHST4'], ['POU4F2', 'EDAR'], ['POU4F2', 'G6PC2'], ['POU4F2', 'MGC32020'], ['RBBP6', 'LOC152719'], ['SCN10A', 'HIST1H4D'], ['SCN10A', 'EDAR'], ['SCN10A', 'G6PC2'], ['SCN10A', 'TRPM3'], ['HIST1H3E', 'G6PC2'], ['HIST1H3E', 'TRPM3'], ['HIST1H4D', 'EDAR'], ['CHST4', 'EDAR'], ['CHST4', 'TRPM3'], ['EDAR', 'G6PC2'], ['EDAR', 'TRPM3'], ['EDAR', 'MGC32020'], ['SCRG1', 'HAO2'], ['KIAA0889', 'C15orf25'], ['FLJ10213', 'C15orf25'], ['C15orf25', 'FLJ11029'], ['C15orf25', 'G6PC2'], ['C15orf25', 'FLJ12151'], ['C15orf25', 'LOC152719'], ['FLJ11029', 'FLJ12151'], ['FLJ11029', 'LOC152719'], ['G6PC2', 'LOC152719'], ['FLJ12151', 'LOC152719']]
RBBP8	mitotic cell cycle	-1	5.25981406788e-05	127543	6.0	[3, 9, 13, 53, 63, 64]	0.466666666667	6	0.166666666667	2.33333333333	1.34722222222	['CENPE', 'RBBP8', 'BUB3', 'SMC4L1', 'SMC2L1', 'CBX3']	[['CENPE', 'SMC4L1'], ['RBBP8', 'BUB3'], ['RBBP8', 'SMC2L1'], ['BUB3', 'SMC2L1'], ['BUB3', 'CBX3'], ['SMC4L1', 'SMC2L1'], ['SMC2L1', 'CBX3']]
RBM4	mitotic cell cycle	0	2.8476671156e-08	43598	5.0	[3, 39, 57, 60, 61]	0.5	8	0.0	3.5	1.54611111111	['CCNA2', 'CDC20', 'KPNA2', 'MKI67', 'RBM4', 'CCNB2', 'BRRN1', 'PBK']	[['CCNA2', 'CDC20'], ['CCNA2', 'KPNA2'], ['CCNA2', 'MKI67'], ['CCNA2', 'CCNB2'], ['CCNA2', 'BRRN1'], ['CCNA2', 'PBK'], ['CDC20', 'KPNA2'], ['CDC20', 'CCNB2'], ['KPNA2', 'RBM4'], ['KPNA2', 'CCNB2'], ['KPNA2', 'PBK'], ['MKI67', 'CCNB2'], ['MKI67', 'PBK'], ['CCNB2', 'PBK']]
RCN2	DNA metabolism	-1	2.86209035256e-05	76541	5.0	[3, 18, 19, 58, 62]	0.466666666667	6	0.166666666667	2.33333333333	1.41666666667	['ACTL6A', 'HDAC2', 'MCM3', 'MCM6', 'RCN2', 'POLE3']	[['ACTL6A', 'MCM3'], ['ACTL6A', 'MCM6'], ['ACTL6A', 'POLE3'], ['HDAC2', 'MCM6'], ['HDAC2', 'RCN2'], ['MCM3', 'MCM6'], ['MCM6', 'POLE3']]
RCN2	cellular carbohydrate metabolism	-1	0.000478257852486	119384	5.0	[16, 34, 44, 49, 50]	0.25	8	0.125	1.75	1.38888888889	['DHX15', 'DLAT', 'GYG', 'RCN2', 'UGP2', 'CD164', 'SUCLA2', 'MAPRE1']	[['DHX15', 'DLAT'], ['DHX15', 'CD164'], ['DHX15', 'MAPRE1'], ['DLAT', 'GYG'], ['DLAT', 'RCN2'], ['DLAT', 'SUCLA2'], ['GYG', 'UGP2']]
RFC2	DNA metabolism	1	8.38818279114e-09	79564	6.0	[6, 9, 11, 27, 39, 49]	0.761904761905	7	0.0	4.57142857143	1.56037037037	['CHEK1', 'MCM2', 'MCM5', 'MCM7', 'POLE2', 'RFC2', 'RFC4']	[['CHEK1', 'MCM2'], ['CHEK1', 'MCM5'], ['CHEK1', 'MCM7'], ['CHEK1', 'POLE2'], ['CHEK1', 'RFC4'], ['MCM2', 'MCM5'], ['MCM2', 'MCM7'], ['MCM2', 'RFC2'], ['MCM2', 'RFC4'], ['MCM5', 'MCM7'], ['MCM5', 'POLE2'], ['MCM7', 'POLE2'], ['MCM7', 'RFC2'], ['MCM7', 'RFC4'], ['POLE2', 'RFC4'], ['RFC2', 'RFC4']]
RFC3	mitotic cell cycle	0	1.39523240978e-10	6831	6.0	[2, 9, 13, 14, 39, 60]	0.607142857143	8	0.0	4.25	1.58333333333	['CDC2', 'CHEK1', 'MAD2L1', 'RFC3', 'CCNB2', 'KNTC2', 'KIF2C', 'TPX2']	[['CDC2', 'CHEK1'], ['CDC2', 'MAD2L1'], ['CDC2', 'RFC3'], ['CDC2', 'CCNB2'], ['CDC2', 'KIF2C'], ['CDC2', 'TPX2'], ['CHEK1', 'MAD2L1'], ['CHEK1', 'CCNB2'], ['CHEK1', 'KNTC2'], ['CHEK1', 'KIF2C'], ['CHEK1', 'TPX2'], ['MAD2L1', 'CCNB2'], ['MAD2L1', 'KNTC2'], ['CCNB2', 'KNTC2'], ['CCNB2', 'KIF2C'], ['CCNB2', 'TPX2'], ['KIF2C', 'TPX2']]
RFC4	regulation of cell cycle	0	2.53364505794e-11	86990	7.0	[2, 3, 9, 11, 59, 60, 61]	0.822222222222	10	0.0	7.4	1.58245018686	['CCNA2', 'CDC6', 'CDC20', 'CDKN3', 'CKS2', 'NEK2', 'RFC4', 'TTK', 'CCNB2', 'UBE2C']	[['CCNA2', 'CDC20'], ['CCNA2', 'CDKN3'], ['CCNA2', 'CKS2'], ['CCNA2', 'NEK2'], ['CCNA2', 'RFC4'], ['CCNA2', 'TTK'], ['CCNA2', 'CCNB2'], ['CCNA2', 'UBE2C'], ['CDC6', 'CDC20'], ['CDC6', 'CDKN3'], ['CDC6', 'RFC4'], ['CDC6', 'UBE2C'], ['CDC20', 'CDKN3'], ['CDC20', 'CKS2'], ['CDC20', 'NEK2'], ['CDC20', 'TTK'], ['CDC20', 'CCNB2'], ['CDC20', 'UBE2C'], ['CDKN3', 'CKS2'], ['CDKN3', 'NEK2'], ['CDKN3', 'RFC4'], ['CDKN3', 'TTK'], ['CDKN3', 'CCNB2'], ['CDKN3', 'UBE2C'], ['CKS2', 'RFC4'], ['CKS2', 'TTK'], ['CKS2', 'CCNB2'], ['CKS2', 'UBE2C'], ['NEK2', 'TTK'], ['NEK2', 'CCNB2'], ['NEK2', 'UBE2C'], ['RFC4', 'TTK'], ['RFC4', 'CCNB2'], ['RFC4', 'UBE2C'], ['TTK', 'CCNB2'], ['TTK', 'UBE2C'], ['CCNB2', 'UBE2C']]
RFC4	DNA metabolism	1	8.38818279114e-09	79627	7.0	[3, 6, 9, 11, 27, 28, 39]	0.809523809524	7	0.0	4.85714285714	1.57407407407	['CDC6', 'MCM3', 'MCM5', 'MCM6', 'MCM7', 'RFC4', 'UNG']	[['CDC6', 'MCM3'], ['CDC6', 'MCM5'], ['CDC6', 'MCM6'], ['CDC6', 'MCM7'], ['CDC6', 'RFC4'], ['CDC6', 'UNG'], ['MCM3', 'MCM5'], ['MCM3', 'MCM6'], ['MCM3', 'MCM7'], ['MCM3', 'UNG'], ['MCM5', 'MCM6'], ['MCM5', 'MCM7'], ['MCM6', 'MCM7'], ['MCM6', 'RFC4'], ['MCM6', 'UNG'], ['MCM7', 'RFC4'], ['MCM7', 'UNG']]
RFC4	response to DNA damage stimulus	1	1.98092345675e-05	78131	8.0	[9, 13, 18, 31, 39, 54, 63, 64]	0.6	5	0.0	2.4	1.4375	['BARD1', 'RFC4', 'RRM1', 'USP1', 'TOPBP1']	[['BARD1', 'USP1'], ['BARD1', 'TOPBP1'], ['RFC4', 'USP1'], ['RFC4', 'TOPBP1'], ['RRM1', 'USP1'], ['USP1', 'TOPBP1']]
RFC5	DNA metabolism	1	9.58421012617e-16	91474	6.0	[6, 9, 11, 27, 28, 39]	0.712121212121	12	0.0	7.83333333333	1.59895061728	['CDC6', 'MCM2', 'MCM3', 'MCM5', 'MCM6', 'MCM7', 'MSH2', 'POLE2', 'RFC5', 'RRM2', 'UNG', 'CDC45L']	[['CDC6', 'MCM2'], ['CDC6', 'MCM3'], ['CDC6', 'MCM5'], ['CDC6', 'MCM6'], ['CDC6', 'MCM7'], ['CDC6', 'POLE2'], ['CDC6', 'RRM2'], ['CDC6', 'UNG'], ['CDC6', 'CDC45L'], ['MCM2', 'MCM3'], ['MCM2', 'MCM5'], ['MCM2', 'MCM6'], ['MCM2', 'MCM7'], ['MCM2', 'MSH2'], ['MCM2', 'RRM2'], ['MCM2', 'UNG'], ['MCM2', 'CDC45L'], ['MCM3', 'MCM5'], ['MCM3', 'MCM6'], ['MCM3', 'MCM7'], ['MCM3', 'POLE2'], ['MCM3', 'RFC5'], ['MCM3', 'RRM2'], ['MCM3', 'UNG'], ['MCM3', 'CDC45L'], ['MCM5', 'MCM6'], ['MCM5', 'MCM7'], ['MCM5', 'POLE2'], ['MCM5', 'RFC5'], ['MCM5', 'RRM2'], ['MCM5', 'UNG'], ['MCM5', 'CDC45L'], ['MCM6', 'MCM7'], ['MCM6', 'POLE2'], ['MCM6', 'RFC5'], ['MCM6', 'RRM2'], ['MCM6', 'UNG'], ['MCM6', 'CDC45L'], ['MCM7', 'POLE2'], ['MCM7', 'RRM2'], ['MCM7', 'UNG'], ['POLE2', 'RFC5'], ['RFC5', 'UNG'], ['RFC5', 'CDC45L'], ['RRM2', 'UNG'], ['RRM2', 'CDC45L'], ['UNG', 'CDC45L']]
RGS1	immune response	1	2.32571848451e-05	22321	5.0	[4, 17, 54, 55, 57]	0.7	5	0.0	2.8	1.5	['EBI2', 'RGS1', 'CCL3', 'CCL4', 'CCL5']	[['EBI2', 'RGS1'], ['EBI2', 'CCL3'], ['EBI2', 'CCL4'], ['RGS1', 'CCL5'], ['CCL3', 'CCL4'], ['CCL3', 'CCL5'], ['CCL4', 'CCL5']]
RPA1	DNA metabolism	1	3.44500343858e-10	82967	6.0	[6, 9, 11, 39, 44, 49]	0.571428571429	8	0.0	4.0	1.57222222222	['MCM2', 'MCM4', 'MCM5', 'MCM7', 'RFC4', 'RFC5', 'RPA1', 'RRM1']	[['MCM2', 'MCM4'], ['MCM2', 'MCM5'], ['MCM2', 'MCM7'], ['MCM2', 'RFC4'], ['MCM2', 'RFC5'], ['MCM2', 'RPA1'], ['MCM2', 'RRM1'], ['MCM4', 'MCM7'], ['MCM5', 'MCM7'], ['MCM5', 'RFC5'], ['MCM7', 'RFC4'], ['MCM7', 'RFC5'], ['MCM7', 'RPA1'], ['RFC4', 'RFC5'], ['RFC4', 'RPA1'], ['RFC4', 'RRM1']]
RPA3	mRNA processing	0	2.15575279141e-05	111066	5.0	[3, 9, 11, 22, 49]	0.6	5	0.0	2.4	1.44135802469	['RPA3', 'SNRPD2', 'SNRPE', 'SNRPF', 'LSM2']	[['RPA3', 'SNRPD2'], ['RPA3', 'SNRPE'], ['RPA3', 'LSM2'], ['SNRPD2', 'SNRPE'], ['SNRPD2', 'LSM2'], ['SNRPE', 'SNRPF']]
RPL3	protein biosynthesis	1	2.16593411845e-17	25881	7.0	[7, 20, 21, 30, 37, 41, 45]	0.576923076923	13	0.0	6.92307692308	1.61468217529	['EEF1G', 'RPL3', 'RPL4', 'RPL7A', 'RPL9', 'RPL15', 'RPL23A', 'RPL32', 'RPL37A', 'RPS3A', 'RPS15A', 'RPS17', 'RPL13A']	[['EEF1G', 'RPL9'], ['EEF1G', 'RPL23A'], ['EEF1G', 'RPL32'], ['EEF1G', 'RPL37A'], ['EEF1G', 'RPL13A'], ['RPL3', 'RPL9'], ['RPL3', 'RPL37A'], ['RPL3', 'RPL13A'], ['RPL4', 'RPL7A'], ['RPL4', 'RPL9'], ['RPL4', 'RPL15'], ['RPL4', 'RPL23A'], ['RPL4', 'RPL32'], ['RPL4', 'RPL37A'], ['RPL4', 'RPS3A'], ['RPL4', 'RPS17'], ['RPL4', 'RPL13A'], ['RPL7A', 'RPL15'], ['RPL7A', 'RPL32'], ['RPL7A', 'RPL37A'], ['RPL7A', 'RPL13A'], ['RPL9', 'RPL23A'], ['RPL9', 'RPL32'], ['RPL9', 'RPL37A'], ['RPL9', 'RPS3A'], ['RPL9', 'RPS17'], ['RPL9', 'RPL13A'], ['RPL15', 'RPL13A'], ['RPL23A', 'RPL32'], ['RPL23A', 'RPL37A'], ['RPL23A', 'RPS3A'], ['RPL23A', 'RPS17'], ['RPL23A', 'RPL13A'], ['RPL32', 'RPL37A'], ['RPL32', 'RPS3A'], ['RPL32', 'RPS17'], ['RPL32', 'RPL13A'], ['RPL37A', 'RPS3A'], ['RPL37A', 'RPS15A'], ['RPL37A', 'RPS17'], ['RPL37A', 'RPL13A'], ['RPS3A', 'RPS15A'], ['RPS3A', 'RPS17'], ['RPS3A', 'RPL13A'], ['RPS17', 'RPL13A']]
RPL4	protein biosynthesis	1	3.23688801441e-20	95209	6.0	[18, 20, 21, 30, 41, 45]	0.780952380952	15	0.0	10.9333333333	1.62925170068	['EEF1A1', 'RPL4', 'RPL9', 'RPL23A', 'RPL30', 'RPL32', 'RPL41', 'RPLP0', 'RPLP1', 'RPS2', 'RPS6', 'RPS10', 'RPS15', 'RPS17', 'RPL13A']	[['EEF1A1', 'RPL9'], ['EEF1A1', 'RPL23A'], ['EEF1A1', 'RPL30'], ['EEF1A1', 'RPL32'], ['EEF1A1', 'RPL41'], ['EEF1A1', 'RPLP0'], ['EEF1A1', 'RPLP1'], ['EEF1A1', 'RPS2'], ['EEF1A1', 'RPS10'], ['EEF1A1', 'RPS15'], ['EEF1A1', 'RPS17'], ['EEF1A1', 'RPL13A'], ['RPL4', 'RPL23A'], ['RPL4', 'RPS10'], ['RPL4', 'RPL13A'], ['RPL9', 'RPL23A'], ['RPL9', 'RPL30'], ['RPL9', 'RPL32'], ['RPL9', 'RPL41'], ['RPL9', 'RPLP0'], ['RPL9', 'RPLP1'], ['RPL9', 'RPS2'], ['RPL9', 'RPS6'], ['RPL9', 'RPS10'], ['RPL9', 'RPS15'], ['RPL9', 'RPL13A'], ['RPL23A', 'RPL30'], ['RPL23A', 'RPL32'], ['RPL23A', 'RPL41'], ['RPL23A', 'RPLP0'], ['RPL23A', 'RPLP1'], ['RPL23A', 'RPS2'], ['RPL23A', 'RPS6'], ['RPL23A', 'RPS10'], ['RPL23A', 'RPS15'], ['RPL23A', 'RPS17'], ['RPL23A', 'RPL13A'], ['RPL30', 'RPL32'], ['RPL30', 'RPL41'], ['RPL30', 'RPLP1'], ['RPL30', 'RPS2'], ['RPL30', 'RPS6'], ['RPL30', 'RPS10'], ['RPL30', 'RPS15'], ['RPL30', 'RPS17'], ['RPL30', 'RPL13A'], ['RPL32', 'RPL41'], ['RPL32', 'RPLP0'], ['RPL32', 'RPLP1'], ['RPL32', 'RPS2'], ['RPL32', 'RPS6'], ['RPL32', 'RPS10'], ['RPL32', 'RPS15'], ['RPL32', 'RPS17'], ['RPL32', 'RPL13A'], ['RPL41', 'RPLP0'], ['RPL41', 'RPLP1'], ['RPL41', 'RPS2'], ['RPL41', 'RPS10'], ['RPL41', 'RPS15'], ['RPL41', 'RPS17'], ['RPL41', 'RPL13A'], ['RPLP0', 'RPLP1'], ['RPLP0', 'RPS2'], ['RPLP0', 'RPS10'], ['RPLP0', 'RPL13A'], ['RPLP1', 'RPS2'], ['RPLP1', 'RPS10'], ['RPLP1', 'RPS15'], ['RPLP1', 'RPL13A'], ['RPS2', 'RPS10'], ['RPS2', 'RPS15'], ['RPS2', 'RPS17'], ['RPS2', 'RPL13A'], ['RPS6', 'RPS10'], ['RPS6', 'RPS15'], ['RPS6', 'RPL13A'], ['RPS10', 'RPS15'], ['RPS10', 'RPS17'], ['RPS10', 'RPL13A'], ['RPS15', 'RPL13A'], ['RPS17', 'RPL13A']]
